Sample Time,Cpu Load,
10:37:38:304,0.0,
10:37:38:312,0.9475613405146619,
10:37:38:316,0.4776296111665005,
10:37:38:320,0.11649937264742785,
10:37:38:323,0.022234107579462103,
10:37:38:327,0.1738941351888668,
10:37:38:330,0.2990625944965225,
10:37:38:334,0.5116482628602208,
10:37:38:337,0.7548573163327261,
10:37:38:341,0.856498449393854,
10:37:38:345,0.6181738476953907,
10:37:38:349,0.9806532663316583,
10:37:38:353,1.1764705882352942,
10:37:38:357,0.3147176411794103,
10:37:38:360,0.7017298397354362,
10:37:38:364,0.31872939386254123,
10:37:38:368,0.7181776556776557,
10:37:38:372,1.0659617321248742,
10:37:38:376,0.6997241725175527,
10:37:38:379,0.8065537555228277,
10:37:38:383,0.538691266259623,
10:37:38:387,0.5126003009027081,
10:37:38:391,1.0492031368580825,
10:37:38:395,0.8171859169199595,
10:37:38:398,0.8333582312518674,
10:37:38:402,0.7416201117318436,
10:37:38:406,0.4650239475674313,
10:37:38:409,1.1246213164417516,
10:37:38:413,0.54338576585869,
10:37:38:416,0.7605925925925926,
10:37:38:420,0.2397987702627166,
10:37:38:424,0.7607709750566893,
10:37:38:428,0.725698816419038,
10:37:38:431,0.62312424969988,
10:37:38:435,0.7399822470200355,
10:37:38:439,0.6379944219066938,
10:37:38:443,0.76000516395559,
10:37:38:446,0.6369205786832005,
10:37:38:450,0.7279096187831355,
10:37:38:454,0.5835873983739838,
10:37:38:458,0.6869592875318066,
10:37:38:462,0.825,
10:37:38:467,0.32327671341102115,
10:37:38:472,0.4924644549763033,
10:37:38:475,0.8483024691358024,
10:37:38:480,0.5875463821892394,
10:37:38:483,0.6227642276422765,
10:37:38:487,0.4772272272272272,
10:37:38:491,0.7321110262286733,
10:37:38:495,0.45879120879120877,
10:37:38:498,0.45509272073069473,
10:37:38:501,0.3134385534783941,
10:37:38:506,0.27776456599286564,
10:37:38:509,0.3368613138686131,
10:37:38:513,0.36046511627906974,
10:37:38:516,0.3478451515910799,
10:37:38:521,0.14922752808988765,
10:37:38:525,0.6611791730474732,
10:37:38:528,0.5812196438208311,
10:37:38:533,0.7171238402581687,
10:37:38:537,0.5278008874098724,
10:37:38:541,0.6540747028862479,
10:37:38:544,0.46866422689844467,
10:37:38:547,0.8627264757451782,
10:37:38:551,0.6475609756097561,
10:37:38:555,0.36495080393568513,
10:37:38:561,0.4987534387895461,
10:37:38:565,0.759853743182945,
10:37:38:568,0.430244399185336,
10:37:38:572,0.43989071038251365,
10:37:38:576,0.4881889763779528,
10:37:38:579,0.29678098676293624,
10:37:38:584,0.5478691774033697,
10:37:38:588,0.5179331306990882,
10:37:38:592,0.41947115384615385,
10:37:38:596,0.0569364161849711,
10:37:38:600,0.2805078322385043,
10:37:38:603,0.8301996887966805,
10:37:38:608,0.702735275623559,
10:37:38:613,0.6679695230556105,
10:37:38:618,0.6361104923145466,
10:37:38:622,0.6841881380651434,
10:37:38:626,0.7026474386569092,
10:37:38:630,0.562983720309581,
10:37:38:634,0.23961641827510383,
10:37:38:641,0.5110869214642799,
10:37:38:644,0.8660968660968661,
10:37:38:649,0.2904989067779765,
10:37:38:654,0.609174413457282,
10:37:38:657,0.7034799068142108,
10:37:38:661,0.7896913580246914,
10:37:38:664,0.566778217219349,
10:37:38:668,0.6035036719706243,
10:37:38:671,0.5890070921985816,
10:37:38:676,0.6600223964165733,
10:37:38:679,0.6666666666666666,
10:37:38:683,0.6488208186500407,
10:37:38:687,0.6056507766470273,
10:37:38:693,0.8388278388278388,
10:37:38:697,0.6050130672368733,
10:37:38:701,0.6549197043079276,
10:37:38:892,0.6640970026393498,
10:37:38:896,0.7887435307648074,
10:37:38:900,0.41943665011871356,
10:37:38:909,0.3457754273767064,
10:37:38:912,0.5951903807615231,
10:37:38:917,0.9306778619701004,
10:37:38:923,0.8455842757135165,
10:37:38:929,0.7473288814691152,
10:37:38:932,1.1006266394637132,
10:37:38:937,0.7974189675870348,
10:37:38:942,0.48780834914611004,
10:37:38:946,0.7474951124144672,
10:37:38:950,0.873580352072686,
10:37:38:954,0.9994287890327495,
10:37:38:958,0.49124124124124124,
10:37:38:963,1.4312180143295803,
10:37:38:967,0.8839789635710621,
10:37:38:970,0.744980443285528,
10:37:38:974,0.6319004524886878,
10:37:38:978,0.7128681177976952,
10:37:38:981,1.171372239747634,
10:37:38:985,0.6284965034965035,
10:37:38:989,0.7125628140703517,
10:37:38:992,0.7872223745544283,
10:37:38:996,1.1017250126839169,
10:37:39:0,0.685276930894309,
10:37:39:4,1.1095304924725695,
10:37:39:8,0.7287379972565158,
10:37:39:12,0.5143641470888662,
10:37:39:16,1.1312468128505864,
10:37:39:19,0.5832212055974165,
10:37:39:23,0.5339122718052738,
10:37:39:27,0.6110684679152595,
10:37:39:30,0.6252960331557135,
10:37:39:33,0.8898853278447515,
10:37:39:37,0.6105237275633145,
10:37:39:41,0.545170950836037,
10:37:39:45,0.7337844739530133,
10:37:39:49,1.335367737948084,
10:37:39:53,0.7790359311740891,
10:37:39:56,0.9526308968377397,
10:37:39:60,1.0358675659104843,
10:37:39:63,0.5315844233055886,
10:37:39:67,0.31176844783715013,
10:37:39:71,0.4725765306122449,
10:37:39:75,0.7344985965807604,
10:37:39:78,1.2768259693417494,
10:37:39:82,0.3137391967463142,
10:37:39:86,0.9117053481331988,
10:37:39:89,0.8670431211498973,
10:37:39:93,0.2596347607052897,
10:37:39:97,0.25280172413793106,
10:37:39:101,0.21807702052191538,
10:37:39:104,1.059902942068547,
10:37:39:108,0.6956875,
10:37:39:111,0.5875077784691972,
10:37:39:115,1.4548230504228,
10:37:39:119,0.5123441079155001,
10:37:39:122,1.085614702154626,
10:37:39:126,0.7093005497861943,
10:37:39:130,0.8639846743295019,
10:37:39:134,0.9080036203775537,
10:37:39:137,0.8259235668789809,
10:37:39:141,0.7580193482688391,
10:37:39:145,1.1043807077625571,
10:37:39:149,0.9349910508821273,
10:37:39:152,0.6210268948655256,
10:37:39:156,0.9324203821656051,
10:37:39:160,0.630776104161348,
10:37:39:164,0.6772473336719147,
10:37:39:168,0.43074281353345206,
10:37:39:172,0.7605444785276073,
10:37:39:176,0.8168031737906322,
10:37:39:180,0.7923577443225313,
10:37:39:184,0.8605416350291065,
10:37:39:188,0.678979436405179,
10:37:39:192,0.4362506406970784,
10:37:39:195,0.9093905654849106,
10:37:39:199,0.8434640522875817,
10:37:39:203,0.6569620253164556,
