Sample Time,Cpu Load,
10:35:45:591,0.0,
10:35:45:600,0.6592792566549472,
10:35:45:603,0.3493784111582777,
10:35:45:607,0.1816125290023202,
10:35:45:611,0.5398669010547463,
10:35:45:614,0.6020516717325228,
10:35:45:618,0.7098354231974922,
10:35:45:622,0.4867951007910181,
10:35:45:626,0.8186806256306761,
10:35:45:630,0.729911838790932,
10:35:45:634,0.7328758499118609,
10:35:45:638,0.25713023725391215,
10:35:45:642,0.8847072128675547,
10:35:45:646,0.3229456384323641,
10:35:45:650,0.9618921642731166,
10:35:45:654,0.8527630582891749,
10:35:45:657,0.7103412152050285,
10:35:45:661,0.5504836759371221,
10:35:45:664,0.43748422911935403,
10:35:45:668,0.41542423420981295,
10:35:45:671,0.4134406937132239,
10:35:45:675,0.43294135159273595,
10:35:45:678,0.2895710059171598,
10:35:45:682,0.31166456494325345,
10:35:45:685,0.5016923076923077,
10:35:45:689,0.1505235602094241,
10:35:45:693,0.13534830893488137,
10:35:45:696,0.05469216975493126,
10:35:45:700,0.37188589935226707,
10:35:45:704,0.4939522005246284,
10:35:45:707,0.7919548872180451,
10:35:45:711,0.5508028098344204,
10:35:45:715,0.8570619335347432,
10:35:45:719,0.45965309200603316,
10:35:45:723,0.9503457814661134,
10:35:45:727,0.8369949494949495,
10:35:45:730,0.5918867410835829,
10:35:45:734,0.9071230807953687,
10:35:45:738,0.6521906225980015,
10:35:45:742,0.9569625638116847,
10:35:45:746,0.7332320931409769,
10:35:45:749,0.8586128048780488,
10:35:45:753,0.7404361132364193,
10:35:45:757,0.4899974352398051,
10:35:45:761,1.0732059389606818,
10:35:45:764,0.47634029700478225,
10:35:45:768,0.6748798076923077,
10:35:45:772,0.9832909783989835,
10:35:45:776,0.6295142421159715,
10:35:45:780,0.5799824076401106,
10:35:45:784,1.2975635044064282,
10:35:45:787,0.8516841030875223,
10:35:45:791,0.9116384751325423,
10:35:45:795,0.6748864783047427,
10:35:45:799,0.5842266462480857,
10:35:45:803,0.33708930075821397,
10:35:45:807,0.1382079459002536,
10:35:45:810,0.44442784583208844,
10:35:45:814,0.7440950288382313,
10:35:45:818,0.5629388164493481,
10:35:45:821,0.5477029096477795,
10:35:45:825,0.38822055137844613,
10:35:45:829,0.6407510080645161,
10:35:45:833,0.6878795546558705,
10:35:45:837,0.8197321879737242,
10:35:45:841,0.48968678380443087,
10:35:45:845,0.786727456940223,
10:35:45:849,0.7450955414012739,
10:35:45:853,1.1456697898202077,
10:35:45:857,0.7607142857142857,
10:35:45:860,0.42630955904113643,
10:35:45:864,0.6963296398891967,
10:35:45:868,0.9061229674796748,
10:35:45:872,0.6764519401470961,
10:35:45:875,0.7562628941939287,
10:35:45:879,1.1574401008827238,
10:35:45:883,0.47242554265522463,
10:35:45:887,0.7416998671978752,
10:35:45:890,1.2564377682403434,
10:35:45:894,0.7001393816523062,
10:35:45:898,0.6113161914460286,
10:35:45:901,0.3441448382126348,
10:35:45:905,0.4676516532153085,
10:35:45:910,0.035462130937098844,
10:35:45:919,0.009918417523468932,
10:35:45:927,0.01504713560551124,
10:35:45:932,0.04875748835145329,
10:35:45:935,0.031757977122215536,
10:35:45:938,0.5629422169811321,
10:35:45:942,0.5707559175362688,
10:35:45:946,0.5444996180290298,
10:35:45:950,0.5407098121085595,
10:35:45:953,0.5153942602396211,
10:35:46:72,0.8300862250262881,
10:35:46:75,0.623284466625078,
10:35:46:79,0.5257361333028989,
10:35:46:84,0.5102705410821643,
10:35:46:88,0.7647617840851495,
10:35:46:91,0.7780853362138807,
10:35:46:95,0.948968363136176,
10:35:46:98,0.9886007409518381,
10:35:46:102,0.7212854969574036,
10:35:46:106,0.586857432261332,
10:35:46:110,0.6625434027777778,
10:35:46:113,0.7386107986501688,
10:35:46:117,0.4985511445957693,
10:35:46:120,0.20783492822966507,
10:35:46:124,0.3938096403229753,
10:35:46:128,0.6340410958904109,
10:35:46:131,0.6298116298116299,
10:35:46:135,0.7638013612301487,
10:35:46:139,0.6801075268817204,
10:35:46:143,0.6424099156657296,
10:35:46:146,1.0350812407680945,
10:35:46:150,1.0403612935826174,
10:35:46:154,0.7503840245775729,
10:35:46:158,0.5212097407698351,
10:35:46:162,0.5901930894308943,
10:35:46:165,0.8049624927870744,
10:35:46:169,0.9385497200746468,
10:35:46:173,0.7366832852269746,
10:35:46:177,0.5940512430238457,
10:35:46:181,1.063921519620095,
10:35:46:184,0.6414582705634227,
10:35:46:192,0.44595946126150154,
10:35:46:196,1.1406805485017775,
10:35:46:200,0.9756625891946993,
10:35:46:203,0.6921487603305785,
10:35:46:207,1.02866323907455,
10:35:46:210,0.8159466911764706,
10:35:46:214,1.0231033604887985,
10:35:46:218,0.6554014167650531,
10:35:46:221,0.41631547260686336,
10:35:46:225,0.6617119425935418,
10:35:46:228,1.2140202200416295,
10:35:46:232,1.0000739644970413,
10:35:46:236,0.8261230219499744,
10:35:46:239,0.6100817041143858,
10:35:46:243,1.1111326109391124,
10:35:46:247,0.4439644218551461,
10:35:46:251,0.7660796324655437,
10:35:46:254,0.7568935171604576,
10:35:46:258,0.5016628293681248,
10:35:46:262,0.9020306616460463,
10:35:46:266,1.2407407407407407,
10:35:46:269,0.8818058076225045,
10:35:46:273,0.5878841757683515,
10:35:46:279,0.8403184915227381,
10:35:46:283,0.9450535441101479,
10:35:46:287,0.7675731144176501,
10:35:46:290,1.4879471228615864,
10:35:46:296,0.598882035466461,
10:35:46:300,0.4916475388931395,
10:35:46:303,0.6636205976520811,
10:35:46:307,0.8397214690658121,
